technical_name (use with ::give),display_name,cert_of,source_file
barrows_dharok_legs_100,Dharoks legs 100,,scripts/_unpack/377/all.obj
barrows_dharok_legs_25,Dharoks legs 25,,scripts/_unpack/377/all.obj
barrows_dharok_legs_50,Dharoks legs 50,,scripts/_unpack/377/all.obj
barrows_dharok_legs_75,Dharoks legs 75,,scripts/_unpack/377/all.obj
barrows_dharok_legs_broken,Dharoks legs 0,,scripts/_unpack/377/all.obj
barrows_dharok_weapon,Dharoks greataxe,,scripts/_unpack/377/all.obj
barrows_dharok_weapon_100,Dharoks axe 100,,scripts/_unpack/377/all.obj
barrows_dharok_weapon_25,Dharoks axe 25,,scripts/_unpack/377/all.obj
barrows_dharok_weapon_50,Dharoks axe 50,,scripts/_unpack/377/all.obj
barrows_dharok_weapon_75,Dharoks axe 75,,scripts/_unpack/377/all.obj
barrows_dharok_weapon_broken,Dharoks axe 0,,scripts/_unpack/377/all.obj
barrows_guthan_body,Guthans platebody,,scripts/_unpack/377/all.obj
barrows_guthan_body_100,Guthans body 100,,scripts/_unpack/377/all.obj
barrows_guthan_body_25,Guthans body 25,,scripts/_unpack/377/all.obj
barrows_guthan_body_50,Guthans body 50,,scripts/_unpack/377/all.obj
barrows_guthan_body_75,Guthans body 75,,scripts/_unpack/377/all.obj
barrows_guthan_body_broken,Guthans body 0,,scripts/_unpack/377/all.obj
barrows_guthan_head,Guthans helm,,scripts/_unpack/377/all.obj
barrows_guthan_head_100,Guthans helm 100,,scripts/_unpack/377/all.obj
barrows_guthan_head_25,Guthans helm 25,,scripts/_unpack/377/all.obj
barrows_guthan_head_50,Guthans helm 50,,scripts/_unpack/377/all.obj
barrows_guthan_head_75,Guthans helm 75,,scripts/_unpack/377/all.obj
barrows_guthan_head_broken,Guthans helm 0,,scripts/_unpack/377/all.obj
barrows_guthan_legs,Guthans chainskirt,,scripts/_unpack/377/all.obj
barrows_guthan_legs_100,Guthans skirt 100,,scripts/_unpack/377/all.obj
barrows_guthan_legs_25,Guthans skirt 25,,scripts/_unpack/377/all.obj
barrows_guthan_legs_50,Guthans skirt 50,,scripts/_unpack/377/all.obj
barrows_guthan_legs_75,Guthans skirt 75,,scripts/_unpack/377/all.obj
barrows_guthan_legs_broken,Guthans skirt 0,,scripts/_unpack/377/all.obj
barrows_guthan_weapon,Guthans warspear,,scripts/_unpack/377/all.obj
barrows_guthan_weapon_100,Guthans spear 100,,scripts/_unpack/377/all.obj
barrows_guthan_weapon_25,Guthans spear 25,,scripts/_unpack/377/all.obj
barrows_guthan_weapon_50,Guthans spear 50,,scripts/_unpack/377/all.obj
barrows_guthan_weapon_75,Guthans spear 75,,scripts/_unpack/377/all.obj
barrows_guthan_weapon_broken,Guthans spear 0,,scripts/_unpack/377/all.obj
barrows_interface_ahrim,,,scripts/_unpack/377/all.obj
barrows_interface_ahrim_green,,,scripts/_unpack/377/all.obj
barrows_interface_dharok,,,scripts/_unpack/377/all.obj
barrows_interface_dharok_green,,,scripts/_unpack/377/all.obj
barrows_interface_guthan,,,scripts/_unpack/377/all.obj
barrows_interface_guthan_green,,,scripts/_unpack/377/all.obj
barrows_interface_karil,,,scripts/_unpack/377/all.obj
barrows_interface_karil_green,,,scripts/_unpack/377/all.obj
barrows_interface_torag,,,scripts/_unpack/377/all.obj
barrows_interface_torag_green,,,scripts/_unpack/377/all.obj
barrows_interface_verac,,,scripts/_unpack/377/all.obj
barrows_interface_verac_green,,,scripts/_unpack/377/all.obj
barrows_karil_ammo,Bolt rack,,scripts/_unpack/377/all.obj
barrows_karil_ammo_2,,,scripts/_unpack/377/all.obj
barrows_karil_ammo_3,,,scripts/_unpack/377/all.obj
barrows_karil_ammo_4,,,scripts/_unpack/377/all.obj
barrows_karil_ammo_5,,,scripts/_unpack/377/all.obj
barrows_karil_body,Karils leathertop,,scripts/_unpack/377/all.obj
barrows_karil_body_100,Karils top 100,,scripts/_unpack/377/all.obj
barrows_karil_body_25,Karils top 25,,scripts/_unpack/377/all.obj
barrows_karil_body_50,Karils top 50,,scripts/_unpack/377/all.obj
barrows_karil_body_75,Karils top 75,,scripts/_unpack/377/all.obj
barrows_karil_body_broken,Karils top 0,,scripts/_unpack/377/all.obj
barrows_karil_head,Karils coif,,scripts/_unpack/377/all.obj
barrows_karil_head_100,Karils coif 100,,scripts/_unpack/377/all.obj
barrows_karil_head_25,Karils coif 25,,scripts/_unpack/377/all.obj
barrows_karil_head_50,Karils coif 50,,scripts/_unpack/377/all.obj
barrows_karil_head_75,Karils coif 75,,scripts/_unpack/377/all.obj
barrows_karil_head_broken,Karils coif 0,,scripts/_unpack/377/all.obj
barrows_karil_legs,Karils leatherskirt,,scripts/_unpack/377/all.obj
barrows_karil_legs_100,Karils skirt 100,,scripts/_unpack/377/all.obj
barrows_karil_legs_25,Karils skirt 25,,scripts/_unpack/377/all.obj
barrows_karil_legs_50,Karils skirt 50,,scripts/_unpack/377/all.obj
barrows_karil_legs_75,Karils skirt 75,,scripts/_unpack/377/all.obj
barrows_karil_legs_broken,Karils skirt 0,,scripts/_unpack/377/all.obj
barrows_karil_weapon,Karils crossbow,,scripts/_unpack/377/all.obj
barrows_karil_weapon_100,Karils x-bow 100,,scripts/_unpack/377/all.obj
barrows_karil_weapon_25,Karils x-bow 25,,scripts/_unpack/377/all.obj
barrows_karil_weapon_50,Karils x-bow 50,,scripts/_unpack/377/all.obj
barrows_karil_weapon_75,Karils x-bow 75,,scripts/_unpack/377/all.obj
barrows_karil_weapon_broken,Karils x-bow 0,,scripts/_unpack/377/all.obj
barrows_torag_body,Torags platebody,,scripts/_unpack/377/all.obj
barrows_torag_body_100,Torags body 100,,scripts/_unpack/377/all.obj
barrows_torag_body_25,Torags body 25,,scripts/_unpack/377/all.obj
barrows_torag_body_50,Torags body 50,,scripts/_unpack/377/all.obj
barrows_torag_body_75,Torags body 75,,scripts/_unpack/377/all.obj
barrows_torag_body_broken,Torags body 0,,scripts/_unpack/377/all.obj
barrows_torag_head,Torags helm,,scripts/_unpack/377/all.obj
barrows_torag_head_100,Torags helm 100,,scripts/_unpack/377/all.obj
barrows_torag_head_25,Torags helm 25,,scripts/_unpack/377/all.obj
barrows_torag_head_50,Torags helm 50,,scripts/_unpack/377/all.obj
barrows_torag_head_75,Torags helm 75,,scripts/_unpack/377/all.obj
barrows_torag_head_broken,Torags helm 0,,scripts/_unpack/377/all.obj
barrows_torag_legs,Torags platelegs,,scripts/_unpack/377/all.obj
barrows_torag_legs_100,Torags legs 100,,scripts/_unpack/377/all.obj
barrows_torag_legs_25,Torags legs 25,,scripts/_unpack/377/all.obj
barrows_torag_legs_50,Torags legs 50,,scripts/_unpack/377/all.obj
barrows_torag_legs_75,Torags legs 75,,scripts/_unpack/377/all.obj
barrows_torag_legs_broken,Torags legs 0,,scripts/_unpack/377/all.obj
barrows_torag_weapon,Torags hammers,,scripts/_unpack/377/all.obj
barrows_torag_weapon_100,Torags hammer 100,,scripts/_unpack/377/all.obj
barrows_torag_weapon_25,Torags hammer 25,,scripts/_unpack/377/all.obj
barrows_torag_weapon_50,Torags hammer 50,,scripts/_unpack/377/all.obj
barrows_torag_weapon_75,Torags hammer 75,,scripts/_unpack/377/all.obj
barrows_torag_weapon_broken,Torags hammer 0,,scripts/_unpack/377/all.obj
barrows_verac_body,Veracs brassard,,scripts/_unpack/377/all.obj
barrows_verac_body_100,Veracs top 100,,scripts/_unpack/377/all.obj
barrows_verac_body_25,Veracs top 25,,scripts/_unpack/377/all.obj
barrows_verac_body_50,Veracs top 50,,scripts/_unpack/377/all.obj
barrows_verac_body_75,Veracs top 75,,scripts/_unpack/377/all.obj
barrows_verac_body_broken,Veracs top 0,,scripts/_unpack/377/all.obj
barrows_verac_head,Veracs helm,,scripts/_unpack/377/all.obj
barrows_verac_head_100,Veracs helm 100,,scripts/_unpack/377/all.obj
barrows_verac_head_25,Veracs helm 25,,scripts/_unpack/377/all.obj
barrows_verac_head_50,Veracs helm 50,,scripts/_unpack/377/all.obj
barrows_verac_head_75,Veracs helm 75,,scripts/_unpack/377/all.obj
barrows_verac_head_broken,Veracs helm 0,,scripts/_unpack/377/all.obj
barrows_verac_legs,Veracs plateskirt,,scripts/_unpack/377/all.obj
barrows_verac_legs_100,Veracs skirt 100,,scripts/_unpack/377/all.obj
barrows_verac_legs_25,Veracs skirt 25,,scripts/_unpack/377/all.obj
barrows_verac_legs_50,Veracs skirt 50,,scripts/_unpack/377/all.obj
barrows_verac_legs_75,Veracs skirt 75,,scripts/_unpack/377/all.obj
barrows_verac_legs_broken,Veracs skirt 0,,scripts/_unpack/377/all.obj
barrows_verac_weapon,Veracs flail,,scripts/_unpack/377/all.obj
barrows_verac_weapon_100,Veracs flail 100,,scripts/_unpack/377/all.obj
barrows_verac_weapon_25,Veracs flail 25,,scripts/_unpack/377/all.obj
barrows_verac_weapon_50,Veracs flail 50,,scripts/_unpack/377/all.obj
barrows_verac_weapon_75,Veracs flail 75,,scripts/_unpack/377/all.obj
barrows_verac_weapon_broken,Veracs flail 0,,scripts/_unpack/377/all.obj
basic_tk_body,Initiate platemail,,scripts/_unpack/377/all.obj
basic_tk_helm,Initiate helm,,scripts/_unpack/377/all.obj
basic_tk_legs,Initiate platelegs,,scripts/_unpack/377/all.obj
basket_apple_1,Apples(1),,scripts/_unpack/377/all.obj
basket_apple_2,Apples(2),,scripts/_unpack/377/all.obj
basket_apple_3,Apples(3),,scripts/_unpack/377/all.obj
basket_apple_4,Apples(4),,scripts/_unpack/377/all.obj
basket_apple_5,Apples(5),,scripts/_unpack/377/all.obj
basket_banana_1,Bananas(1),,scripts/_unpack/377/all.obj
basket_banana_2,Bananas(2),,scripts/_unpack/377/all.obj
basket_banana_3,Bananas(3),,scripts/_unpack/377/all.obj
basket_banana_4,Bananas(4),,scripts/_unpack/377/all.obj
basket_banana_5,Bananas(5),,scripts/_unpack/377/all.obj
basket_empty,Basket,,scripts/_unpack/377/all.obj
basket_for_snake,Snake basket,,scripts/_unpack/377/all.obj
basket_orange_1,Oranges(1),,scripts/_unpack/377/all.obj
basket_orange_2,Oranges(2),,scripts/_unpack/377/all.obj
basket_orange_3,Oranges(3),,scripts/_unpack/377/all.obj
basket_orange_4,Oranges(4),,scripts/_unpack/377/all.obj
basket_orange_5,Oranges(5),,scripts/_unpack/377/all.obj
basket_strawberry_1,Strawberries(1),,scripts/_unpack/377/all.obj
basket_strawberry_2,Strawberries(2),,scripts/_unpack/377/all.obj
basket_strawberry_3,Strawberries(3),,scripts/_unpack/377/all.obj
basket_strawberry_4,Strawberries(4),,scripts/_unpack/377/all.obj
basket_strawberry_5,Strawberries(5),,scripts/_unpack/377/all.obj
basket_tomato_1,Tomatoes(1),,scripts/_unpack/377/all.obj
basket_tomato_2,Tomatoes(2),,scripts/_unpack/377/all.obj
basket_tomato_3,Tomatoes(3),,scripts/_unpack/377/all.obj
basket_tomato_4,Tomatoes(4),,scripts/_unpack/377/all.obj
basket_tomato_5,Tomatoes(5),,scripts/_unpack/377/all.obj
basket_with_snake,Snake basket full,,scripts/_unpack/377/all.obj
bass,Bass,,scripts/_unpack/377/all.obj
bat_bones,Bat bones,,scripts/skill_prayer/configs/bones.obj
batta_tin,Batta tin,,scripts/skill_cooking/configs/gnome_cooking/gnome_cooking.obj
battle_tortoise_shell,Tortoise shell,,scripts/_unpack/377/all.obj
battlestaff,Battlestaff,,scripts/_unpack/377/all.obj
baxtorian_book_waterfall_quest,Book on baxtorian,,scripts/_unpack/377/all.obj
baxtorian_key_waterfall_quest,A key,,scripts/_unpack/377/all.obj
beer,Beer,,scripts/skill_cooking/configs/cooking_generic/cooking.obj
beer_glass,Beer glass,,scripts/skill_cooking/configs/cooking_generic/cooking.obj
belladonna_seed,Belladonna seed,,scripts/_unpack/377/all.obj
belladonna_seed_2,,,scripts/_unpack/377/all.obj
belladonna_seed_3,,,scripts/_unpack/377/all.obj
belladonna_seed_4,,,scripts/_unpack/377/all.obj
belladonna_seed_5,,,scripts/_unpack/377/all.obj
berret_black,Black beret,,scripts/_unpack/377/all.obj
berret_blue,Blue beret,,scripts/_unpack/377/all.obj
berret_white,White beret,,scripts/_unpack/377/all.obj
berzerker_ring,Berserker ring,,scripts/_unpack/377/all.obj
big_bones,Big bones,,scripts/skill_prayer/configs/bones.obj
big_net,Big fishing net,,scripts/_unpack/377/all.obj
bigblankrune,Bob,,scripts/_unpack/377/all.obj
bigoysterpearls,Oyster pearls,,scripts/_unpack/377/all.obj
bird_egg_blue,Bird's egg,,scripts/_unpack/377/all.obj
bird_egg_green,Bird's egg,,scripts/_unpack/377/all.obj
bird_egg_red,Bird's egg,,scripts/_unpack/377/all.obj
bird_nest_cheapseeds,Bird nest,,scripts/_unpack/377/all.obj
bird_nest_egg_blue,Bird nest,,scripts/_unpack/377/all.obj
bird_nest_egg_green,Bird nest,,scripts/_unpack/377/all.obj
bird_nest_egg_red,Bird nest,,scripts/_unpack/377/all.obj
bird_nest_empty,Bird nest,,scripts/_unpack/377/all.obj
bird_nest_ring,Bird nest,,scripts/_unpack/377/all.obj
bird_nest_seeds,Bird nest,,scripts/_unpack/377/all.obj
birdfeed,Bird feed,,scripts/_unpack/377/all.obj
bittercap_mushroom,Mushroom,,scripts/_unpack/377/all.obj
black_2h_sword,Black 2h sword,,scripts/_unpack/377/all.obj
black_amulet,,,scripts/_unpack/377/all.obj
black_armoured_boots,Black boots,,scripts/_unpack/377/all.obj
black_axe,Black axe,,scripts/skill_woodcutting/configs/axes/axes.obj
black_battleaxe,Black battleaxe,,scripts/_unpack/377/all.obj
black_bead,Black bead,,scripts/quests/quest_imp/configs/quest_imp.obj
black_cape,Cape,,scripts/_unpack/377/all.obj
black_chainbody,Black chainbody,,scripts/_unpack/377/all.obj
black_claws,Black claws,,scripts/skill_combat/configs/melee/claws.obj
black_dagger,Black dagger,,scripts/_unpack/377/all.obj
black_dagger_p,Black dagger(p),,scripts/_unpack/377/all.obj
black_dart,Black dart,,scripts/_unpack/377/all.obj
black_dart_p,Black dart(p),,scripts/_unpack/377/all.obj
black_dragon_vambraces,Black d'hide vamb,,scripts/_unpack/377/all.obj
black_dragonhide_body,Black d'hide body,,scripts/_unpack/377/all.obj
black_dragonhide_chaps,Black d'hide chaps,,scripts/_unpack/377/all.obj
black_full_helm,Black full helm,,scripts/_unpack/377/all.obj
black_full_helm_gold,Black full helm (g),,scripts/_unpack/377/all.obj
black_full_helm_trim,Black full helm (t),,scripts/_unpack/377/all.obj
black_halberd,Black halberd,,scripts/_unpack/377/all.obj
black_heraldic_kiteshield1,Black kiteshield(h),,scripts/_unpack/377/all.obj
black_heraldic_kiteshield2,Black kiteshield(h),,scripts/_unpack/377/all.obj
black_heraldic_kiteshield3,Black kiteshield(h),,scripts/_unpack/377/all.obj
black_heraldic_kiteshield4,Black kiteshield(h),,scripts/_unpack/377/all.obj
black_heraldic_kiteshield5,Black kiteshield(h),,scripts/_unpack/377/all.obj
black_kiteshield,Black kiteshield,,scripts/_unpack/377/all.obj
black_kiteshield_gold,Black kiteshield (g),,scripts/_unpack/377/all.obj
black_kiteshield_trim,Black kiteshield (t),,scripts/_unpack/377/all.obj
black_knife,Black knife,,scripts/_unpack/377/all.obj
black_knife_p,Black knife(p),,scripts/_unpack/377/all.obj
black_longsword,Black longsword,,scripts/_unpack/377/all.obj
black_mace,Black mace,,scripts/_unpack/377/all.obj
black_med_helm,Black med helm,,scripts/_unpack/377/all.obj
black_necklace,,,scripts/_unpack/377/all.obj
black_platebody,Black platebody,,scripts/_unpack/377/all.obj
black_platebody_gold,Black platebody (g),,scripts/_unpack/377/all.obj
black_platebody_trim,Black platebody (t),,scripts/_unpack/377/all.obj
black_platelegs,Black platelegs,,scripts/_unpack/377/all.obj
black_platelegs_gold,Black platelegs (g),,scripts/_unpack/377/all.obj
black_platelegs_trim,Black platelegs (t),,scripts/_unpack/377/all.obj
black_plateskirt,Black plateskirt,,scripts/_unpack/377/all.obj
black_plateskirt_gold,Black plateskirt (g),,scripts/_unpack/377/all.obj
black_plateskirt_trim,Black plateskirt (t),,scripts/_unpack/377/all.obj
black_ring,,,scripts/_unpack/377/all.obj
black_robe,Black robe,,scripts/_unpack/377/all.obj
black_scimitar,Black scimitar,,scripts/_unpack/377/all.obj
black_skirt,Black skirt,,scripts/_unpack/377/all.obj
black_spear,Black spear,,scripts/_unpack/377/all.obj
black_spear_p,Black spear(p),,scripts/_unpack/377/all.obj
black_sq_shield,Black sq shield,,scripts/_unpack/377/all.obj
black_sword,Black sword,,scripts/_unpack/377/all.obj
black_warhammer,Black warhammer,,scripts/_unpack/377/all.obj
blackcog,Cog,,scripts/_unpack/377/all.obj
blackjack_oak,Oak-blackjack,,scripts/_unpack/377/all.obj
blackjack_willow,Willow-blackjack,,scripts/_unpack/377/all.obj
blackrobebottom,Shade robe,,scripts/_unpack/377/all.obj
blackrobetop,Shade robe,,scripts/_unpack/377/all.obj
blackwizhat,Wizard hat,,scripts/_unpack/377/all.obj
blamish_oil,Blamish oil,,scripts/_unpack/377/all.obj
blamish_snail_slime,Blamish snail slime,,scripts/_unpack/377/all.obj
blankobject,,,scripts/_unpack/377/all.obj
blankrune,Rune essence,,scripts/_unpack/377/all.obj
blankrune_high,Pure essence,,scripts/_unpack/377/all.obj
blast_furnace_coke_spade,Spadeful of coke,,scripts/_unpack/377/all.obj
blast_furnace_conveyor_held,,,scripts/_unpack/377/all.obj
blast_furnace_pump_held,,,scripts/_unpack/377/all.obj
blessedsnake,Unholy symbol,,scripts/_unpack/377/all.obj
blessedstar,Holy symbol,,scripts/_unpack/377/all.obj
bloated_toad,Bloated toad,,scripts/_unpack/377/all.obj
blondwig,Wig,,scripts/_unpack/377/all.obj
blood_talisman,Blood talisman,,scripts/skill_runecraft/configs/runecraft.obj
bloodrune,Blood rune,,scripts/_unpack/377/all.obj
bloom_spell,Druidic spell,,scripts/_unpack/377/all.obj
blue_cape,Cape,,scripts/_unpack/377/all.obj
blue_dragon_scale,Blue dragon scale,,scripts/_unpack/377/all.obj
blue_dragon_vambraces,Blue d'hide vamb,,scripts/_unpack/377/all.obj
blue_dragonhide_body,Blue d'hide body,,scripts/_unpack/377/all.obj
blue_dragonhide_body_trim,D-hide body (t),,scripts/_unpack/377/all.obj
blue_dragonhide_body_trim_gold,D-hide body (g),,scripts/_unpack/377/all.obj
blue_dragonhide_chaps,Blue d'hide chaps,,scripts/_unpack/377/all.obj
blue_dragonhide_chaps_trim,D-hide chaps (t),,scripts/_unpack/377/all.obj
blue_dragonhide_chaps_trim_gold,D-hide chaps (g),,scripts/_unpack/377/all.obj
blue_logs,Blue logs,,scripts/_unpack/377/all.obj
blue_partyhat,Blue partyhat,,scripts/_unpack/377/all.obj
blue_skirt,Blue skirt,,scripts/_unpack/377/all.obj
blue_skirt_trim,Blue skirt (t),,scripts/_unpack/377/all.obj
blue_skirt_trim_gold,Blue skirt (g),,scripts/_unpack/377/all.obj
bluecog,Cog,,scripts/_unpack/377/all.obj
bluedye,Blue dye,,scripts/_unpack/377/all.obj
bluekey,Key,,scripts/_unpack/377/all.obj
bluewizhat,Wizard hat,,scripts/_unpack/377/all.obj
bluewizhat_trim,Wizard hat (t),,scripts/_unpack/377/all.obj
bluewizhat_trim_gold,Wizard hat (g),,scripts/_unpack/377/all.obj
blurberry_special,Blurberry special,,scripts/skill_cooking/configs/gnome_cooking/cocktails.obj
blurite_ore,Blurite ore,,scripts/_unpack/377/all.obj
boardgames_airrune,Board game piece,,scripts/_unpack/377/all.obj
boardgames_bloodrune,Board game piece,,scripts/_unpack/377/all.obj
boardgames_bodyrune,Board game piece,,scripts/_unpack/377/all.obj
boardgames_chaosrune,Board game piece,,scripts/_unpack/377/all.obj
boardgames_cosmicrune,Board game piece,,scripts/_unpack/377/all.obj
boardgames_draughts_airrune_king,Board game piece,,scripts/minigames/boardgames/boardgames_draughts/configs/boardgames_draughts.obj
boardgames_draughts_bloodrune_king,Board game piece,,scripts/minigames/boardgames/boardgames_draughts/configs/boardgames_draughts.obj
boardgames_draughts_bodyrune_king,Board game piece,,scripts/minigames/boardgames/boardgames_draughts/configs/boardgames_draughts.obj
boardgames_draughts_chaosrune_king,Board game piece,,scripts/minigames/boardgames/boardgames_draughts/configs/boardgames_draughts.obj
boardgames_draughts_cosmicrune_king,Board game piece,,scripts/minigames/boardgames/boardgames_draughts/configs/boardgames_draughts.obj
boardgames_draughts_earthrune_king,Board game piece,,scripts/minigames/boardgames/boardgames_draughts/configs/boardgames_draughts.obj
boardgames_draughts_firerune_king,Board game piece,,scripts/minigames/boardgames/boardgames_draughts/configs/boardgames_draughts.obj
boardgames_draughts_lawrune_king,Board game piece,,scripts/minigames/boardgames/boardgames_draughts/configs/boardgames_draughts.obj
boardgames_draughts_mindrune_king,Board game piece,,scripts/minigames/boardgames/boardgames_draughts/configs/boardgames_draughts.obj
boardgames_draughts_naturerune_king,Board game piece,,scripts/minigames/boardgames/boardgames_draughts/configs/boardgames_draughts.obj
boardgames_draughts_soulrune_king,Board game piece,,scripts/minigames/boardgames/boardgames_draughts/configs/boardgames_draughts.obj
boardgames_draughts_waterrune_king,Board game piece,,scripts/minigames/boardgames/boardgames_draughts/configs/boardgames_draughts.obj
boardgames_earthrune,Board game piece,,scripts/_unpack/377/all.obj
boardgames_firerune,Board game piece,,scripts/_unpack/377/all.obj
boardgames_lawrune,Board game piece,,scripts/_unpack/377/all.obj
boardgames_mindrune,Board game piece,,scripts/_unpack/377/all.obj
boardgames_naturerune,Board game piece,,scripts/_unpack/377/all.obj
boardgames_runelink_airrune,Board game piece,,scripts/minigames/boardgames/boardgames_runelink/configs/boardgames_runelink.obj
boardgames_runelink_bloodrune,Board game piece,,scripts/minigames/boardgames/boardgames_runelink/configs/boardgames_runelink.obj
boardgames_runelink_bodyrune,Board game piece,,scripts/minigames/boardgames/boardgames_runelink/configs/boardgames_runelink.obj
